FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;GEOGRAPHICAL ENTITY; ; ;1026/001;2;A
2 M;GEOGRAPHIC PLACE NAME; ; ;1022/090;1-30;X
3 M;GEOGRAPHIC POSITION, LAT/LONG, SECONDS; ; ;2024/001;15;AN
4 M;DECLARED SITE RECORD NUMBER; ; ;2405/001;7-15;X
5 O;HEADQUARTERS INDICATOR; ; ;1012/150;1;N
6 O;BASIC ENCYCLOPEDIA SYNONYM; ; ;1012/151;12;ANS
7 O;FORMER SOVIET MILITARY DISTRICT; ; ;1502/002;2;A
8 O;EFFECTIVE DATE OF CURRENT STATUS, DDMMYYYY; ; ;2052/003;8;N
