FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;ESTIMATED DTG EFFECTIVE FROM, 4 DIGIT YR; ; ;2033/052;14;AN
2 C;ESTIMATED DTG EFFECTIVE TO, 4  DIGIT YR; ; ;2033/053;14;AN
