FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;DTG FROM, ZULU, 4 YR; ; ;2323/016;14;AN
2 M;DTG TO, ZULU, 4 YR; ; ;2323/017;14;AN
