Structure;1-1;1-1;1-1;5-5;5-5;;;
FFIRN/FUDN;1710/10;1710/11;1710/12;1710/6;1710/7;;;
FUD Name;MGRS (UPS) HEMISPHERE INDICATOR;MGRS (UPS) 100KM SQUARE COLUMN;MGRS (UPS) 100KM SQUARE ROW;MGRS 1 METRE HIGHER ORDER EASTING;MGRS 1 METRE HIGHER ORDER NORTHING;;;
