Structure;3-3;3-4;1-1;2-2;3-3;;;
FFIRN/FUDN;1255/4;1130/9;1025/2;1130/4;1255/5;;;
FUD Name;MINIMUM ALTITUDE, HUNDREDS OF FEET;ALTITUDE REFERENCE QUALIFIER;HYPHEN;FLIGHT LEVEL DATA QUALIFIER;MAXIMUM ALTITUDE, HUNDREDS OF FEET;;;
