Structure;3-3;1-1;1-38;1-1;1-5;;;
FFIRN/FUDN;1439/1;1025/2;1022/2;1025/2;1089/1;;;
FUD Name;DIRECTION IN DEGREES, TRUE;HYPHEN;REFERENCE POINT NAME;HYPHEN;DISTANCE IN NAUTICAL MILES;;;
