FUDN;Name;Size;Type;Explanation;Version;Status;Modified
1;TACTICAL UNIT TYPE;1-30;Instructive;;1.0;In Service;03 Dec 07
2;PLATFORM TYPE;5-9;Individual;;1.0;In Service;03 Dec 07
3;DIVING PLATFORM TYPE;1-30;Instructive;THE PLATFORM USED BY DIVERS.;1.0;In Service;03 Dec 07
4;JTIDS PLATFORM TYPE;1-40;Instructive;;1.0;In Service;03 Dec 07
