Structure;3-3;3-3;;
FFIRN/FUDN;1517/1;1012/109;;
FUD Name;COMMUNICATIONS GATEWAY NATIONAL IDENTIFIER;COMMUNICATIONS GATEWAY NATIONAL AREA CODE;;
