Structure;1-3;1-1;;
FFIRN/FUDN;1023/42;1008/12;;
FUD Name;CONTEXT QUANTITY, -99 TO 999;UNIT OF TEMPERATURE MEASURE, DEGREES CELSIUS OR FAHRENHEIT;;
