Structure;1-5;1-2;;
FFIRN/FUDN;1023/95;1008/13;;
FUD Name;CONTEXT QUANTITY, 0-2 DECIMAL PLACES;UNIT OF LINEAR MEASUREMENT, FEET OR METRES;;
