Structure;1-1;4-4;1-1;5-5;2-2;;;
FFIRN/FUDN;1403/1;1012/39;1155/1;1012/43;1012/102;;;
FUD Name;TARGET SYSTEM IDENTIFIER;WORLD AREA NUMBER;PROGRAM INDICATOR, BE NUMBER;INSTALLATION IDENTIFICATION SERIAL NUMBER;BASIC ENCYCLOPEDIA NUMBER SUFFIX;;;
