FUDN;Name;Size;Type;Explanation;Version;Status;Modified
1;TARGET DIMENSIONS, LENGTH;1-5;Instructive;MEASUREMENT FROM END TO END; THE GREATER OF TWO OR THE GREATEST OF THREE DIMENSIONS OF THE TARGET.;1.0;In Service;03 Dec 07
2;TARGET DIMENSIONS, WIDTH;1-5;Instructive;THE LINEAR MEASUREMENT FROM SIDE TO SIDE OF A TARGET.;1.0;In Service;03 Dec 07
