FUDN;Name;Size;Type;Explanation;Version;Status;Modified
2;POWER OUTPUT LEVEL;4-4;Individual;TO PROVIDE THE LINK-16 TERMINAL POWER OUTPUT LEVEL.;1.0;In Service;03 Dec 07
3;SADL POWER LEVEL IN WATTS;1-3;Individual;SADL POWER LEVEL IN WATTS.;1.0;In Service;03 Dec 07
