Structure;1-1;1-1;4-4;1-1;5-5;;;
FFIRN/FUDN;1343/10;1025/2;1029/5;1025/2;1012/307;;;
FUD Name;TARGET INDICATOR;HYPHEN;RECORD ORIGINATOR;HYPHEN;TARGET ACCESSION NUMBER;;;
