Structure;3-3;1-1;1-20;1-1;1-3;;;
FFIRN/FUDN;1439/1;1025/2;1022/180;1025/2;1089/6;;;
FUD Name;DIRECTION IN DEGREES, TRUE;HYPHEN;BEARING DISTANCE REFERENCE POINT NAME;HYPHEN;DISTANCE IN NAUTICAL MILES (0-999);;;
