Structure;1-1;2-2;1-2;1-1;3-3;;;
FFIRN/FUDN;1856/1;1420/1;1246/3;1025/2;1012/94;;;
FUD Name;BROADCAST AUTHORITY;BROADCAST CHARACTERISTIC;BROADCAST GEOGRAPHICAL AREA;HYPHEN;MESSAGE NUMBER;;;
