Structure;1-4;3-3;;
FFIRN/FUDN;1023/39;1008/29;;
FUD Name;CONTEXT QUANTITY, 0 TO 9999, 0-1 DECIMAL PT PERMITTED;UNIT OF LINEAR MEASUREMENT, MEDIAN DETECTION RANGE;;
