Structure;1-5;1-4;;
FFIRN/FUDN;1023/49;1008/39;;
FUD Name;CONTEXT QUANTITY, 0 TO 1 DECIMAL PT PERMITTED, 5 CHAR MAX;UNIT OF CARGO MEASUREMENT;;
