FUDN;Name;Size;Type;Explanation;Version;Status;Modified
1;ATTACK METHOD TYPE;3-11;Individual;THE TACTICAL SITUATION UNDER WHICH AN ATTACK IS CONDUCTED.;1.0;In Service;03 Dec 07
2;METHOD OF ASW ATTACK;5-8;Individual;THE METHOD OF ASW ATTACK IN ORDER OF PRIORITY.;1.0;In Service;03 Dec 07
