Structure;1-1;1-1;4-4;1-1;5-5;;;
FFIRN/FUDN;1343/15;1025/2;1029/5;1025/2;1012/308;;;
FUD Name;IMAGERY INDICATOR;HYPHEN;RECORD ORIGINATOR;HYPHEN;IMAGERY ACCESSION NUMBER;;;
