Structure;1-9;3-3;;
FFIRN/FUDN;1023/98;1008/115;;
FUD Name;CONTEXT QUANTITY, 0 - 99.999999, 0 TO 6 DECIMAL PLACES;UNIT OF FREQUENCY MHZ OR GHZ;;
