Structure;5-5;1-1;5-5;
FFIRN/FUDN;1625/34;1025/2;1625/35;
FUD Name;JTIDS UNIT (JU) ADDRESS BLOCK, LOWER LIMIT;HYPHEN;JTIDS UNIT (JU) ADDRESS BLOCK, UPPER LIMIT;
