Structure;1-6;3-4;;
FFIRN/FUDN;1023/28;1008/113;;
FUD Name;CONTEXT QUANTITY, DECIMAL PT PERMITTED, 6 CHAR MAX;UNIT OF DATA RATE MEASUREMENT;;
