Structure;1-5;3-3;;
FFIRN/FUDN;1023/19;1008/16;;
FUD Name;CONTEXT QUANTITY, 0-4 DECIMAL PT PERMITTED;UNIT OF ANGULAR SPEED VELOCITY MEASUREMENT, SPR;;
