Structure;1-1;1-1;1-1;1-1;2-2;;;
FFIRN/FUDN;1246/33;1323/7;1323/8;1246/34;1012/135;;;
FUD Name;NATO REGIONAL IDENTIFIER;CORPS TROOPS OR DIVISION DESIGNATOR;DIVISION TROOPS OR BRIGADE DESIGNATOR;TACTICAL OBSTACLE IDENTIFIER;TACTICAL OBSTACLE NUMBER;;;
