Structure;1-5;2-2;;
FFIRN/FUDN;1023/81;1008/82;;
FUD Name;CONTEXT QUANTITY, 0.1 TO 99999, 0-1 DECIMAL PT PERMITTED;UNITS OF LINEAR MEASUREMENT, NAUTICAL MILES;;
