Structure;1-7;1-2;;
FFIRN/FUDN;1023/87;1008/13;;
FUD Name;CONTEXT QUANTITY, DECIMAL PT PERMITTED, 7 CHARACTERS MAX;UNIT OF LINEAR MEASUREMENT, FEET OR METRES;;
