FUDN;Name;Size;Type;Explanation;Version;Status;Modified
1;EVENT;1-30;Instructive;;1.0;In Service;03 Dec 07
3;ASW MISSION EVENT;4-7;Individual;A SPECIFIC OCCURRENCE WHICH TRANSPIRES DURING A MISSION.;1.0;In Service;03 Dec 07
4;COMMUNICATIONS EVENT;5-11;Individual;;1.0;In Service;03 Dec 07
