Structure;1-6;2-2;;
FFIRN/FUDN;1023/7;1008/56;;
FUD Name;CONTEXT QUANTITY, 0-999999;UNIT OF LINEAR MEASUREMENT, YARDS OR NAUTICAL MILES;;
