Structure;1-1;1-1;1-2;1-1;1-2;;;
FFIRN/FUDN;1246/5;1025/2;1012/19;1025/2;1012/20;;;
FUD Name;ACP 176, NATO SUPPLEMENT 1C APPENDIX IDENTIFIER;HYPHEN;ACP 176 NATO SUPP 1C SHIP-SHORE TABLE NUMBER;HYPHEN;SHIP-SHORE LINE NUMBER;;;
