Structure;1-5;3-3;;
FFIRN/FUDN;1023/81;1008/50;;
FUD Name;CONTEXT QUANTITY, 0.1 TO 99999, 0-1 DECIMAL PT PERMITTED;UNIT OF LINEAR MEASUREMENT, KILOYARDS;;
