FUDN;Name;Size;Type;Explanation;Version;Status;Modified
2;PHOTO COVERAGE SCALE;1-7;Integer;THE DENOMINATOR OF THE RATIO BETWEEN THE DISTANCE ON A PHOTOGRAPH (NUMERATOR) AND THE CORRESPONDING DISTANCE ON THE EARTH'S SURFACE (DENOMINATOR), WITH THE NUMERATOR FIXED AS 1.;1.0;In Service;03 Dec 07
3;IMAGERY SCALE;3-6;Individual;THE PHOTOGRAPHIC PRINT SCALE SPECIFIED BY AN ALPHABETIC CODE.;1.0;In Service;03 Dec 07
4;SCALE OF PRINTS;1-7;Integer;THE DENOMINATOR OF THE RATIO BETWEEN THE DISTANCE ON A PHOTOGRAPH (NUMERATOR) AND THE CORRESPONDING DISTANCE ON A PRINT (DENOMINATOR), WITH THE NUMERATOR FIXED AS 1.;1.0;In Service;03 Dec 07
5;IMAGERY SCALE NUMERIC;1-5;Integer;THE PHOTOGRAPHIC PRINT SCALE SPECIFIED AS A NUMERICAL VALUE UP TO 99000 (E.G. 25000 = A SCALE OF 1 TO 25000).;1.0;In Service;03 Dec 07
