Structure;2-2;2-2;2-2;2-2;1-1;;;
FFIRN/FUDN;1004/2;1000/1;1001/1;1002/1;1003/1;;;
FUD Name;MONTH, NUMERIC;DAY;HOUR (TIME);MINUTE (TIME);TIME ZONE;;;
