Structure;4-7;1-2;;
FFIRN/FUDN;1023/91;1008/13;;
FUD Name;CONTEXT QUANTITY, 0.00 TO 9999.99;UNIT OF LINEAR MEASUREMENT, FEET OR METRES;;
