Structure;3-5;1-1;3-5;1-1;3-5;;;
FFIRN/FUDN;1128/3;1025/4;1128/3;1025/4;1128/3;;;
FUD Name;PHONETIC NUMERIC IDENTIFIER;BLANK SPACE CHARACTER;PHONETIC NUMERIC IDENTIFIER;BLANK SPACE CHARACTER;PHONETIC NUMERIC IDENTIFIER;;;
