FUDN;Name;Size;Type;Explanation;Version;Status;Modified
2;CONTEXT QUANTITY, K OR M PERMITTED, 4 CHARACTER MAX;1-4;Alphanumeric;A QUANTITY IN THE RANGE 0 THROUGH 9999 OR IN THE RANGE 1 THROUGH 999 THOUSAND (K) OR MILLION (M). THERE IS A 4-CHARACTER MAXIMUM (MAX).;1.0;In Service;03 Dec 07
3;CONTEXT QUANTITY, K PERMITTED, 4 CHARACTERS MAX;1-4;Alphanumeric;;1.0;In Service;03 Dec 07
