FUDN;Name;Size;Type;Explanation;Version;Status;Modified
1;CLOUD BASE HEIGHT;3-3;Individual;THE HEIGHT, IN TENS OF METRES, OF THE BASE OF THE LOWEST CLOUD ABOVE THE MET STATION ALTITUDE OR MEAN DATUM PLANE (MDP). USED FOR TARGET ACQUISITION MET DATA.;1.0;In Service;03 Dec 07
2;LOW CLOUD BASE HEIGHT;1-1;Individual;DATA ITEMS TAKEN FROM ATP-27, ATP-34 SUPPLEMENT 1 AND ATP-47 ANNEX J.;1.0;In Service;03 Dec 07
3;CLOUD BASE HEIGHT CALCULATED;3-3;Alphanumeric;;1.0;In Service;03 Dec 07
