Structure;1-1;1-1;2-2;1-1;1-2;;;
FFIRN/FUDN;1246/5;1025/2;1012/22;1025/2;1012/50;;;
FUD Name;ACP 176, NATO SUPPLEMENT 1C APPENDIX IDENTIFIER;HYPHEN;ACP 176 NATO SUPP 1C LOCAL HARBOUR COMMS TABLE NUMBER;HYPHEN;LOCAL HARBOUR COMMUNICATION LINE NUMBER;;;
