FUDN;Name;Size;Type;Explanation;Version;Status;Modified
1;AIRCRAFT CATEGORY;2-6;Individual;AN IDENTIFIER OF THE GENERIC CATEGORY OF AIRCRAFT.;1.0;In Service;03 Dec 07
2;AIRCRAFT CATEGORY, ABBREVIATED;1-6;Individual;AN IDENTIFIER OF THE GENERIC CATEGORY OF AIRCRAFT.;1.0;In Service;03 Dec 07
3;MPA INDICATOR;3-7;Individual;AN IDENTIFIER TO ASCERTAIN IF AN AIRCRAFT IS A MARITIME PATROL AIRCRAFT.;1.0;In Service;03 Dec 07
