Structure;1-5;2-2;;
FFIRN/FUDN;1023/19;1008/82;;
FUD Name;CONTEXT QUANTITY, 0-4 DECIMAL PT PERMITTED;UNITS OF LINEAR MEASUREMENT, NAUTICAL MILES;;
