Structure;5-8;2-2;;
FFIRN/FUDN;1023/51;1008/23;;
FUD Name;CONTEXT QUANTITY, 0.000 THROUGH 9999.999 (3 DECIMAL PLACES);UNIT OF ACOUSTIC FREQUENCY MEASUREMENT;;
