Structure;1-4;1-2;;
FFIRN/FUDN;1023/39;1008/13;;
FUD Name;CONTEXT QUANTITY, 0 TO 9999, 0-1 DECIMAL PT PERMITTED;UNIT OF LINEAR MEASUREMENT, FEET OR METRES;;
