FUDN;Name;Size;Type;Explanation;Version;Status;Modified
1;TITLE;1-54;Instructive;;1.0;In Service;03 Dec 07
2;PART TITLE;1-30;Instructive;;1.0;In Service;03 Dec 07
3;KEY SHORT TITLE;6-18;Instructive;THE CRYPTO KEY SHORT TITLE ASSOCIATED WITH THE CRYPTOVARIABLE LOGICAL LABEL (CVLL).;1.0;In Service;03 Dec 07
4;ENCRYPTION KEY SHORT TITLE;6-18;Instructive;THE SHORT TITLE OF THE KEY USED TO ENCRYPT THE ORIGINAL KEY ASSOCIATED WITH THE CRYPTOVARIABLE LOGICAL LABEL (CVLL).;1.0;In Service;03 Dec 07
