Structure;4-4;4-4;;
FFIRN/FUDN;1687/1;1087/2;;
FUD Name;AIR TEMPERATURE, TENTHS OF A DEGREE KELVIN;ATMOSPHERIC PRESSURE, MILLIBARS;;
