Structure;1-5;1-3;;
FFIRN/FUDN;1023/19;1008/14;;
FUD Name;CONTEXT QUANTITY, 0-4 DECIMAL PT PERMITTED;UNIT OF LINEAR MEASUREMENT, FT, YD, NM, M, KM, KYD;;
