Structure;1-5;1-2;;
FFIRN/FUDN;1023/19;1008/19;;
FUD Name;CONTEXT QUANTITY, 0-4 DECIMAL PT PERMITTED;UNIT OF LINEAR MEASUREMENT, FT, YD, SM, NM, M, KM, HF;;
