Structure;1-5;1-2;;
FFIRN/FUDN;1023/96;1008/28;;
FUD Name;CONTEXT QUANTITY, -999 TO 99999;UNIT OF LINEAR MEASUREMENT, FEET, YARDS, OR METRES;;
