FUDN;Name;Size;Type;Explanation;Version;Status;Modified
1;GRADIENT;1-2;Integer;THE SLOPE OF THE TERRAIN EXPRESSED AS A RATIO OF DROP OR RISE IN THE TERRAIN TO THE HORIZONTAL CHANGE IN POSITION: I.E. THE NUMBER OF UNITS YOU MUST FORWARD TO ACHIEVE ONE UNIT OF DROP OR RISE. (E.G. AN ENTRY OF "5" WOULD MEAN THAT IN FIVE METRES OF FORWARD MOTION THE DROP/RISE IS ONE METRE). ZERO REPRESENTS LEVEL TERRAIN.;1.0;In Service;03 Dec 07
2;GRADIENT OF APPROACH;1-2;Integer;ANGLE OF APPROACH ENTERED AS A GRADIENT.;1.0;In Service;03 Dec 07
3;GRADIENT OF EXIT;1-2;Integer;EXIT ANGLE EXPRESSED AS A GRADIENT.;1.0;In Service;03 Dec 07
