FUDN;Name;Size;Type;Explanation;Version;Status;Modified
1;HEIGHT IN FEET;1-9;Integer;;1.0;In Service;03 Dec 07
2;SENSOR HEIGHT, FEET ABOVE GROUND.;1-2;Integer;THE NUMBER OF FEET THE SENSOR IS ABOVE THE GROUND AT THE WEAPON PLATFORM.;1.0;In Service;03 Dec 07
3;BEACON HEIGHT IN FEET;1-4;Integer;THE HEIGHT OF A BEACON MEASURED IN FEET.;1.0;In Service;03 Dec 07
4;COORDINATION LEVEL HEIGHT IN FEET UP TO THE IFF OFF LINE;1-5;Integer;COORDINATION LEVEL IN FEET (AGL) UP TO THE IFF OFF LINE.;1.0;In Service;03 Dec 07
5;COORDINATION LEVEL HEIGHT IN FEET BEYOND THE IFF OFF LINE;1-5;Integer;COORDINATION LEVEL IN FEET (AGL) BEYOND THE IFF OFF LINE.;1.0;In Service;03 Dec 07
