FUDN;Name;Size;Type;Explanation;Version;Status;Modified
2;WEAPON MODEL NUMBER, CODE;2-6;Individual;;1.0;In Service;03 Dec 07
3;WEAPON MODEL NUMBER;2-10;Instructive;;1.0;In Service;03 Dec 07
