FUDN;Name;Size;Type;Explanation;Version;Status;Modified
1;TIME PERIOD IN MINUTES;1-4;Integer;;1.0;In Service;03 Dec 07
2;PROCESSOR INTEGRATION TIME SINCE DETECTION IN MINUTES;1-5;Decimal;TIME BETWEEN SIGNAL RECEPTION AND DISPLAY.;1.0;In Service;03 Dec 07
3;BROADCAST SLOT TIME IN MINUTES;2-2;Integer;;1.0;In Service;03 Dec 07
4;TIME IN STATE IN MINUTES;1-5;Decimal;TIME OF EACH EPISODE OF AN ASW MISSION.;1.0;In Service;03 Dec 07
8;TIME LATE EXPRESSED IN MINUTES;1-3;Integer;;1.0;In Service;03 Dec 07
9;DURATION IN MINUTES (00-59);2-2;Integer;;1.0;In Service;03 Dec 07
10;STREAM TIME IN MINUTES;2-2;Integer;;1.0;In Service;03 Dec 07
11;RECOVERY TIME IN MINUTES;2-2;Integer;;1.0;In Service;03 Dec 07
12;TIME REQUIRED TO BRING UNIT TO FLYING STATIONS IN MIN;1-2;Integer;THE TIME IN MINUTES REQUIRED TO BRING THE UNIT FROM THE LOWEST STATE OF READINESS TO A CONDITION WHERE FLIGHT OPERATIONS MAY TAKE PLACE.;1.0;In Service;03 Dec 07
13;TOTAL TIME TO STREAM GEAR;1-3;Integer;;1.0;In Service;03 Dec 07
14;TOTAL TIME TO RECOVER GEAR;1-3;Integer;;1.0;In Service;03 Dec 07
15;TOTAL TURN TIME;1-3;Integer;;1.0;In Service;03 Dec 07
16;TOTAL TRANSIT TIME TO AND FROM OPAREA;1-3;Integer;;1.0;In Service;03 Dec 07
17;DURATION IN MINUTES (00-99);2-2;Integer;;1.0;In Service;03 Dec 07
18;SALVO INTERVAL IN MINUTES;1-2;Integer;;1.0;In Service;03 Dec 07
19;BOTTOM TIME IN MINUTES;1-4;Integer;THE TIME FROM "LEFT SURFACE" TO "LEFT BOTTOM".;1.0;In Service;03 Dec 07
20;RESPONSE TIME IN MINUTES;1-2;Integer;TIME BEFORE A UNIT CAN RESPOND TO A MISSION REQUEST.;1.0;In Service;03 Dec 07
21;DURATION OF FIRE IN MINUTES;1-3;Integer;;1.0;In Service;03 Dec 07
22;TIME RELATIVE TO H-HOUR IN MINUTES;1-4;Integer;;1.0;In Service;03 Dec 07
23;DURATION OF FIRE IN MINUTES RELATIVE TO H-HOUR;1-2;Integer;;1.0;In Service;03 Dec 07
24;RESERVATION START TIME;1-4;Integer;THE TIME, RELATIVE TO H-HOUR, AT WHICH A FIRE UNIT RESERVATION STARTS.;1.0;In Service;03 Dec 07
25;RESERVATION STOP TIME;1-4;Integer;THE TIME, RELATIVE TO H-HOUR, AT WHICH A FIRE UNIT RESERVATION ENDS.;1.0;In Service;03 Dec 07
26;TIME IN MINUTES BETWEEN MARCHING GROUPS;1-2;Integer;THE INDIVIDUAL TIME INTERVAL BETWEEN MARCHING GROUPS.;1.0;In Service;03 Dec 07
27;TIME IN MINUTES BETWEEN CONVOYS;1-2;Integer;THE INDIVIDUAL TIME INTERVAL BETWEEN CONVOYS.;1.0;In Service;03 Dec 07
28;TIME IN MINUTES BETWEEN PACKETS;1-2;Integer;THE INDIVIDUAL TIME INTERVAL BETWEEN MARCHING PACKETS.;1.0;In Service;03 Dec 07
29;PASS TIME IN MINUTES, AUTOBAHNEN FREEWAYS;1-2;Integer;THE PASS TIME IN MINUTES TO BE MAINTAINED BY MARCHING UNITS ON AUTOBAHNEN AND FREEWAYS.;1.0;In Service;03 Dec 07
30;PASS TIME IN MINUTES, OTHER ROADS;1-2;Integer;THE PASS TIME IN MINUTES TO BE MAINTAINED BY MARCHING UNITS ON ROADS OTHER THAN AUTOBAHNEN AND FREEWAYS.;1.0;In Service;03 Dec 07
31;TIME TO PREP UNREP RIG IN MIN;1-2;Integer;THE TIME IN MINUTES REQUIRED TO BRING THE UNIT FROM THE LOWEST STATE OF READINESS TO A CONDITION WHERE UNDERWAY REPLENISHMENT MAY TAKE PLACE.;1.0;In Service;03 Dec 07
32;AIRCRAFT ALERT TIME IN MINUTES;2-2;Individual;;1.0;In Service;03 Dec 07
