FUDN;Name;Size;Type;Explanation;Version;Status;Modified
3;TARGET ACQUISITION SOURCE;2-6;Individual;;1.0;In Service;03 Dec 07
4;DERIVATIVE SOURCE FOR CLASSIFICATION;1-55;Instructive;MARKINGS THAT DEFINE THE SOURCE MATERIAL FOR THE CLASSIFICATION OF A MESSAGE.;1.0;In Service;03 Dec 07
5;POWER SOURCE;1-1;Individual;;1.0;In Service;03 Dec 07
6;SOURCE OF IMAGERY;1-54;Instructive;IDENTIFIES WHERE A CERTAIN IMAGERY CAME FROM.;1.0;In Service;03 Dec 07
7;SOURCE OF COMMENTS;1-14;Instructive;THE SOURCE OF COMMENTS ASSOCIATED WITH EACH CONTACT IN MCCIS.;1.0;In Service;03 Dec 07
