Structure;2-2;3-3;;
FFIRN/FUDN;1498/4;1023/29;;
FUD Name;CW MODE UTILIZED FOR MAXIMUM DETECTION RANGES;CONTEXT QUANTITY, 0.1 - 1.0, 1 DECIMAL PLACE;;
