Structure;2-2;3-3;1-1;4-4;4-4;;;
FFIRN/FUDN;1130/31;1023/2;1024/2;1130/32;1023/9;;;
FUD Name;AZIMUTH DATA QUALIFIER;CONTEXT QUANTITY, 000-359;ANGULAR MEASUREMENT REFERENCE, TRUE;ELEVATION DATA QUALIFIER;CONTEXT QUANTITY, 00.0-90.0;;;
