Structure;1-5;1-3;;
FFIRN/FUDN;1023/19;1008/30;;
FUD Name;CONTEXT QUANTITY, 0-4 DECIMAL PT PERMITTED;UNIT OF LINEAR MEASUREMENT, YD, KYD, M, KM, NM;;
