Structure;1-5;1-1;;
FFIRN/FUDN;1023/27;1008/12;;
FUD Name;CONTEXT QUANTITY, 1 DEC AND OR MINUS PERMITTED, 5 CHAR MAX;UNIT OF TEMPERATURE MEASURE, DEGREES CELSIUS OR FAHRENHEIT;;
