FUDN;Name;Size;Type;Explanation;Version;Status;Modified
2;LATITUDE CENTISECOND (ANGULAR);2-2;Integer;ONE OF 100 EQUAL PARTS OF A SECOND, THE TOTAL OF 100 SUCH PARTS IS EQUAL TO ONE SECOND OF LATITUDE.;1.0;In Service;03 Dec 07
3;LONGITUDE CENTISECOND (ANGULAR);2-2;Integer;ONE OF 100 EQUAL PARTS OF A SECOND, THE TOTAL OF 100 SUCH PARTS IS EQUAL TO ONE SECOND OF LONGITUDE.;1.0;In Service;03 Dec 07
