FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;SEARCH / ATTACK UNIT OR SURFACE ACTION GROUP DESIGNATOR;;;1A;SEARCH / ATTACK UNIT OR SURFACE ACTION GROUP DESIGNATOR;;2376;8-12;M
2;SEARCH/ATTACK UNIT OR SURFACE ACTION GROUP COMMANDER;;;2A;SEARCH ATTACK UNIT OR SURFACE ACTION GROUP COMMANDER;;1022/201;1-30;M
3;SUPPORTING UNIT NAME;;;3A;SUPPORTING UNIT NAME;;1022/196;1-38;M*
