FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;TYPE OF RADIO EQUIPMENT;;;1A;TYPE OF RADIO EQUIPMENT;;1135/17;7-10;M
2;NUMBER OF ITEMS OF RADIO EQUIPMENT;;;2A;NUMBER OF ITEMS OF RADIO EQUIPMENT;;1044/231;1-2;M
3;TRANSMISSION BAND;;;3A;TRANSMISSION BAND;;1175/3;2-3;M
4;EMISSION TYPE;;;4A;DESIGNATION OF EMISSIONS;;1621/1;3-4;M
;EMISSION TYPE;;;4B;CRYSTAL RADIO CODE;;1181/5;;
5;FREQUENCY SEPARATION;;;5A;FREQUENCY SEPARATION, KILOHERTZ OR MEGAHERTZ;;2385;1-14;M
;FREQUENCY SEPARATION;;;5B;FREQUENCY SEPARATION IN PERCENTAGE;PCT;1064/34;;
6;FREQUENCY LIMITATION;;;6A;FREQUENCY LIMITATION, KILOHERTZ OR MEGAHERTZ;;2385;4-14;M
;FREQUENCY LIMITATION;;;6B;BAND LIMITATIONS;;2377;;
