FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;INTERVAL BETWEEN VOLLEYS IN SECONDS;;;1A;INTERVAL BETWEEN VOLLEYS IN SECONDS;;1073/6;1-3;M
2;DURATION OF FIRE IN MINUTES;;;2A;DURATION OF FIRE IN MINUTES;;1072/21;1-3;C
