FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;FIRE MISSION COMMAND;;;1A;FIRE MISSION COMMAND;;1561/2;4-6;M
