FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;NAVAL TASK DESIGNATOR;;;1A;NAVAL TASK DESIGNATOR;;2143;3-15;M
2;COMMANDER NAVAL TASK DESIGNATOR NAME;;;2A;COMMANDER NAVAL TASK DESIGNATOR NAME;;1022/43;1-38;M
3;FLAG SHIP;;;3A;FLAG SHIP;;1022/44;1-38;M
4;UNIT;;;4A;UNIT;;1022/57;1-30;O*
