FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;RESTRICTION FOUND;;;1A;RESTRICTION FOUND;;1594/2;2-2;M*
2;RESTRICTION SIZE;;;2A;RESTRICTION SIZE;;2076;2-7;M*
