FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;DOWNWIND DIRECTION OF RADIOACTIVE CLOUD, UNIT OF MEASUREMENT;;;1A;DIRECTION OF RADIOACTIVE CLOUD IN DEGREES;;2321;6-7;M
;DOWNWIND DIRECTION OF RADIOACTIVE CLOUD, UNIT OF MEASUREMENT;;;1B;DIRECTION OF RADIOACTIVE CLOUD IN MILS;;2322;;
